stock_id,stock_name,evaluation_date,dataset,policy,market_gate_pass,pocket_gate_pass,state_aware_pocket_gate_pass,survival_gate_pass,selected,outcome,future_return_10d,data_status
0050,元大台灣50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.422802850356298,RECONSTRUCTED_NOT_PRODUCTION_EXACT
0055,元大MSCI金融,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,2.3658536585365875,RECONSTRUCTED_NOT_PRODUCTION_EXACT
006204,永豐臺灣加權,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.841409691629959,RECONSTRUCTED_NOT_PRODUCTION_EXACT
006208,富邦台50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.498975829578032,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00631L,元大台灣50正2,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.641758834637177,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00657,國泰日經225,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.9183168316831756,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00661,元大日經225,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.7357222844344822,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00663L,國泰臺灣加權正2,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.7639405204461074,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00675L,富邦臺灣加權正2,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.8514653981893465,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00685L,群益臺灣加權正2,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.3958438925494105,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00690,兆豐藍籌30,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.3707165109034136,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00692,富邦公司治理,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.251510159253156,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00701,國泰股利精選30,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,4.253056884635842,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00731,復華富時高息低波,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,1.8327605956472093,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00735,國泰臺韓科技,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.4070796460176966,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00830,國泰費城半導體,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-0.6602336211274817,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00850,元大臺灣ESG永續,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.8815716657443415,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00876,元大全球5G,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,7.233181588265047,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00900,富邦特選高股息30,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-1.5376729882111806,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00901,永豐智能車供應鏈,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.716738197424883,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00905,FT臺灣Smart,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.743682310469331,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00907,永豐優息存股,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,-0.916870415647908,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00908,富邦入息REITs+,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,0.5952380952381153,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00912,中信臺灣智慧50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,1.4762326542663071,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00915,凱基優選高股息30,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,3.242212333121408,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00918,大華優利高填息30,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,0.7841907151819427,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00923,群益台ESG低碳50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.5805614531729129,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00927,群益半導體收益,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,5.402676091895997,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00929,復華台灣科技優息,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,0.951131518530679,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00930,永豐ESG低碳高息,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,0.8488278092158463,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00935,野村臺灣新科技50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.629416598192269,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00939,統一台灣高息動能,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,0.8932769158439102,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00941,中信上游半導體,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,4.163750874737593,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00944,野村趨勢動能高息,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,4.260299625468167,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00947,台新臺灣IC設計,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.6125193998965512,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00951,台新日本半導體,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,6.278481012658221,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00954,中信日本半導體,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,6.166982922201147,RECONSTRUCTED_NOT_PRODUCTION_EXACT
009802,富邦旗艦50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-2.5602409638554313,RECONSTRUCTED_NOT_PRODUCTION_EXACT
009804,聯邦台精彩50,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.408111533586798,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00988A,主動統一全球創新,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-0.3577817531305816,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00990A,主動元大AI新經濟,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.514411333659016,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2891,中信金,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,1.2838801711840375,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3041,揚智,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,5.9259259259259345,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3044,健鼎,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-0.3846153846153832,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4551,智伸科,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,34.730538922155695,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4952,凌通,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-1.7094017094017144,RECONSTRUCTED_NOT_PRODUCTION_EXACT
5434,崇越,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,17.307692307692314,RECONSTRUCTED_NOT_PRODUCTION_EXACT
5471,松翰,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,7.317073170731714,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6191,精成科,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,3.398058252427183,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6202,盛群,2026-06-15,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-0.1533742331288445,RECONSTRUCTED_NOT_PRODUCTION_EXACT
0052,富邦科技,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,4.122877930476965,RECONSTRUCTED_NOT_PRODUCTION_EXACT
0053,元大電子,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.3912324234904867,RECONSTRUCTED_NOT_PRODUCTION_EXACT
0057,富邦摩台,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.327495621716281,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00851,台新全球AI,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.8280297901151157,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00861,元大全球未來通訊,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.5167364016736462,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00881,國泰台灣科技龍頭,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.823154056517784,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00892,富邦台灣半導體,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.2451655923538603,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00893,國泰智能電動車,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-0.0841396718552767,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00898,國泰基因免疫革命,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,10.18957345971565,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00911,兆豐洲際半導體,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.4719101123595655,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00913,兆豐台灣晶圓製造,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,5.09615384615385,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00922,國泰台灣領袖50,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.532608695652173,RECONSTRUCTED_NOT_PRODUCTION_EXACT
009809,富邦淨零ESG50,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,5.114942528735633,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00980A,主動野村臺灣優選,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.2601626016260026,RECONSTRUCTED_NOT_PRODUCTION_EXACT
009816,凱基台灣TOP50,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.063185041908455,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00983A,主動中信ARK創新,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.433835845896138,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00989A,主動摩根美國科技,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.8322440087146017,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00991A,主動復華未來50,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,5.191532258064524,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00995A,主動中信台灣卓越,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.839643652561241,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1456,怡華,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,-3.7800687285223455,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2340,台亞,2026-06-16,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-10.10230179028133,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00403A,主動統一升級50,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,3.6279069767442,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1301,台塑,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,24.504692387904072,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1465,偉全,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,1.2048192771084263,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1515,力山,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,51.55642023346305,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1531,高林股,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,-0.3861003861003742,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1541,錩泰,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-4.888888888888898,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1802,台玻,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,1.587301587301604,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2402,毅嘉,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-4.090267983074758,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2460,建通,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,2.8169014084507005,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2489,瑞軒,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-14.40329218106996,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2611,志信,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,-2.135231316725983,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3535,晶彩科,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-14.12639405204461,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4722,國精化,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,4.924242424242431,RECONSTRUCTED_NOT_PRODUCTION_EXACT
5469,瀚宇博,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,1.039260969976907,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6213,聯茂,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,34.01869158878505,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6472,保瑞,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,4.7272727272727355,RECONSTRUCTED_NOT_PRODUCTION_EXACT
7786,東方風能,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-4.651162790697672,RECONSTRUCTED_NOT_PRODUCTION_EXACT
7795,長廣,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,52.75000000000001,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8039,台虹,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,1.3698630136986356,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9136,巨騰-DR,2026-06-17,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,LOSER,-18.01801801801801,RECONSTRUCTED_NOT_PRODUCTION_EXACT
0051,元大中型100,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.1171293161814422,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00733,富邦臺灣中小,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,0.575079872204487,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00762,元大全球AI,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,LOSER,-6.450287592440429,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00896,中信綠能及電動車,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,1.2155881301394444,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00946,群益科技高息成長,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,1.9480519480519431,RECONSTRUCTED_NOT_PRODUCTION_EXACT
009803,玉山市值動能50,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-0.0910332271279013,RECONSTRUCTED_NOT_PRODUCTION_EXACT
009808,華南永昌優選50,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,0.0,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00982A,主動群益台灣強棒,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.7386226339106035,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00993A,主動安聯台灣,2026-06-18,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,0.7697690692792358,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00639,富邦深100,2026-06-22,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,-4.283447911158111,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1905,華紙,2026-06-22,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,LOSER,-8.6720867208672,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2415,錩新,2026-06-22,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,WINNER,37.45874587458744,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6919,康霈*,2026-06-22,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-16.317991631799167,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8072,陞泰,2026-06-22,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-6.240000000000001,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1437,勤益控,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,2.4958402662229595,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1529,樂事綠能,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,-1.7429193899782036,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1535,中宇,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,0.2000000000000001,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2330,台積電,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-2.008032128514059,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2399,映泰,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-2.7504911591355596,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2466,冠西電,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,WINNER,64.47602131438721,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2634,漢翔,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,WINNER,17.50503018108651,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2646,星宇航空,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,-0.4672897196261627,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2832,台產,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,0.3546099290780091,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3530,晶相光,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-8.831521739130432,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3712,永崴投控,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-2.228412256267398,RECONSTRUCTED_NOT_PRODUCTION_EXACT
5283,禾聯碩,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,LOSER,-6.445993031358876,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6243,迅杰,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-5.421686746987953,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6257,矽格,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,2.1097046413502074,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6573,虹揚-KY,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,28.132992327365724,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6715,嘉基,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-20.562390158172228,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8046,南電,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,13.311331133113312,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8438,昶昕,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-3.861386138613865,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9930,中聯資源,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-9.985734664764612,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9940,信義,2026-06-23,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,NEUTRAL,2.0779220779220786,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1216,統一,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,4.6604527296937315,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1234,黑松,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,-5.832147937411092,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1236,宏亞,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,1.9379844961240345,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1310,台苯,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,11.278952668680777,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1315,達新,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,2.4077046548956593,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1449,佳和,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-6.688963210702337,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1475,業旺,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,0.7407407407407307,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2352,佳世達,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,WINNER,12.418300653594772,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2539,櫻花建,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,0.127877237851659,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2910,統領,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,-3.3039647577092546,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3588,通嘉,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-10.408432147562586,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4119,旭富,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,1.1299435028248483,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4164,承業醫,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-5.237315875613757,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4169,泰宗,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,WINNER,44.55958549222798,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6505,台塑化,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,7.608695652173902,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6909,創控,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,LOSER,-12.74834437086092,RECONSTRUCTED_NOT_PRODUCTION_EXACT
7799,禾榮科,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,7.021791767554486,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9944,新麗,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,True,True,NEUTRAL,0.0,RECONSTRUCTED_NOT_PRODUCTION_EXACT
Plastics,塑膠類指數,2026-06-24,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,False,False,WINNER,13.321884200196266,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00674R,期元大S&P黃金反1,2026-06-25,A,P5_POCKET_PLUS_SURVIVAL,True,False,False,True,False,NEUTRAL,-1.9792342634652793,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1313,聯成,2026-06-25,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,NEUTRAL,-0.3984063745020028,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1709,和益,2026-06-25,A,P5_POCKET_PLUS_SURVIVAL,True,True,True,False,False,WINNER,14.018691588785035,RECONSTRUCTED_NOT_PRODUCTION_EXACT
